id;color;name;brand;description;image;Estilo;Graduación;Fermentación;IBU;Lúpulos;European Brewing Convention (EBC);Maltas;Temperatura de consumo;Grano;Población;Provincia;Comunidad Autónoma;País
284;tostada;Madriz Chamberí;Madriz;"
Una cerveza artesana de marcado color rojizo, con pinceladas ambarinas. Sobre esta, corona una clara, brillante y densa espuma. Así se ve en la copa, y así disfrutarás de tu cerveza artesana Madriz Chamberí.
Es una cerveza aromática, oscura y con notas tostadas en el ambiente. Cuando degustes la cerveza notarás su cuerpo suave y complejo, en la que aparece el lúpulo para darle un balance especial.
Es una cerveza de cuerpo y carbonatación media, suave y cremosa.
";https://static3.soloartesanas.es/2928-large_default/madriz-chamberi.jpg; Zwickel / Keller / Landbier;5.4;Ale;999.0;Hallertauer Mittelfrüh;;Pilsen, Caramunich II;;Cebada;sin especificar;Madrid;Madrid;España
285;tostada;Cerex Castaña;Cerveza Cerex;"
Cerex Castaña es una cerveza artesana especial, para la elaboración de la receta se hace uso de castañas, las cuales aportan a la cerveza un matiz ligera, además de intenso sabor y aroma.
Es una cerveza de color marrón y destellos cobrizos, oscura. Cuando la abras aparecerán las primeras notas afrutadas y de frutos secos, también madera. Disfrútala, verás como el dulzor acompaña cada trago: castañas, ahumados,...
Es una cerveza perfecta para disfrutar en cualquier época del año, pero es especial cuando la disfrutas en los primeros momentos del otoño.
";https://static1.soloartesanas.es/2845-large_default/cerex-castana.jpg; Spice / Herb / Vegetable;5.0;Ale;999.0;;;;8-12ºC;Cebada;Zarza de Granadilla;Cáceres;Extremadura;España
286;tostada;Smach Brown Ale;Smach;"
¿Te gusta la buena cerveza tostada?.
Entonces no te puedes perder Smach Brown Ale.
Es una cerveza artesana cántabra de ámbar, dulce y con un profundo sabor a malta. Esto es consecuencia de que en su elaboración se hace uso de cuatro maltas belgas diferentes, acompañadas del toque especial del lúpulo de la República Checa.
Disfruta de la buena cerveza, disfruta de Smach Brown Ale.
";https://static1.soloartesanas.es/1723-large_default/smach-brown-ale.jpg; Brown Ale;5.5;Ale;28.0;Checos;;Belgas;;Cebada;Camargo;Cantabria;Cantabria;España
287;tostada;Alegría del Barrio;Cervezas Alegría;"
Alegría del Barrio es una cerveza artesana tostada de estilo American Pale Ale. Es una cerveza amarga,como buena APA que se aprecie, pero siempre balanceada con un cuerpo excelente.
Notarás cuando la disfrutes como se acercan a ti aromas y sabores cítricos y frutales, que harán de la experiencia de disfrutar Alegría del Barrio una experiencia única.
";https://static2.soloartesanas.es/2409-large_default/alegria-del-barrio.jpg; Brown Ale;4.5;Ale;43.0;Cascade;;;8-12ºC;Cebada;Massanassa;Valencia;Valencia;España
288;tostada;Alegría del Sur;Cervezas Alegría;"
Alegría del Sur es una cerveza artesana Bitter, amarga, maltosa y floral.Es una cerveza que se disfruta con los 5 sentidos y por eso te recoemndamos que la disfrutes.
Es una cerveza artesana de la que nunca te cansarás, será una de las cervezas de referencia de tu casa, así que no tardes más tiempo y haz que te la mandemos a casa para que la puedas disfrutar ya.
 
";https://static2.soloartesanas.es/2408-large_default/alegria-del-sur.jpg; Märzen;5.0;Ale;36.0;Challenger, East Kent Goldings;;Pale, Caramel, Melanoidin;7-10ºC;Cebada;Massanassa;Valencia;Valencia;España
289;tostada;Althaia IPA;Althaia Artesana;"
Te presentamos la IPA que elabora Althaia artesana gracias a su maestro cervecero, Jorge Sánchez. Hacen uso exclusivo de lúpulos en flor, con el único objetivo de dar poder al carácter afrutado, tropical y resinoso de estos lúpulos.
El resultado es el de una cerveza brillante, ámbar, con una espuma compacta, fresca y contundente.
¡La cerveza que tienes que disfrutar!
";https://static2.soloartesanas.es/2887-large_default/althaia-ipa.jpg; India Pale Ale;6.5;Ale;57.7;Citra, Amarillo y Chinook;;Pale Ale y Crystal;;Cebada;Altea;Alicante;Valencia;España
290;tostada;Enigma Origen;Cervezas Enigma;"
Ante ti tienes una de esas cervezas que marcan. Enigma Origen es una cerveza artesana tostada. Su espuma ofrece una calidad excepcional: color canela, densa, cremosa y con buena retención. ¿Qué más se puede pedir?
Los aromas que desprende se centran en la malta tostada y regaliz, además de notas café y chocolate. Y si eres un buen catador percibirás ligeros cítricos junto a complejas notas florales y herbales.
Al probarla destaca el dulzor inicial de la malta con sabores tostados: nueces, caramelo y regaliz, además del sutil sabor a café y chocolate.
";https://static2.soloartesanas.es/1569-large_default/enigma-origen.jpg; Brown Ale;5.5;Ale;36.0;;27;;8-12ºC;Cebada;Alcalá de Henares;Madrid;Madrid;España
291;tostada;Colegiata Reserva;Cervezas Colegiata;"
Colegiata Reserva es la cerveza artesana cántabra elaorada en Reocín.
Es una cerveza que tiene como carta de presentació una espuma densa y cremosa. De color rojizo oscuro es una artesana limpia y sin posos en suspensión.
Aromática, con notas de nuez y frutos secos tostados, toffe, ligeras notas de lúpulo resinoso. Es una cerveza dulce, de carbonatación media, en la que aparecen los frutos secos tostados, nuez antes de un final seco.
";https://static1.soloartesanas.es/1549-large_default/colegiata-reserva.jpg; Brown Ale;5.5;Ale;25.0;Nugget, Saaz;;Pale Ale, Cara Red, Crystal;5-12ºC;Cebada;Reocín;Cantabria;Cantabria;España
292;tostada;Santo Cristo con Castaña Asada;Santo Cristo;"
Santo Cristo Pale Ale con castaña asada es una de esas cervezas que destacan especialmente por su intenso sabor y aroma.
Es una cerveza artesana compleja, maltosa, y en la que el lúpulo aporta un amargor necesario y perfecto, acompañando el toque que le dala castaña asada. Todo ello se asienta en el paladar ofreciendo un regusto ahumado. 
Disfruta de una cerveza con castañas asadas. ¡Buenísima!
";https://static1.soloartesanas.es/1540-large_default/santo-cristo-con-castana-asada.jpg; Spice / Herb / Vegetable;7.1;Ale;29.0;;40;;;Cebada;Ourense;Orense;Galicia;España
293;tostada;Pedraforca Torrada con Setas;La Cervesera del Pedraforca;"
Las setas se cuelan en la cerveza artesana. Como oyes, Pedraforca Torrada con Setas está elaborada con setas, se hacen uso de ellas en el proceso de fermentación para dar un sabor especial a una artesana que no te peudes perder.
Está elaborada por La Cervesera del Pedraforca, haciendo uso del agua del prepirineo catalán.
Más natural...imposible.
";https://static1.soloartesanas.es/2847-large_default/pedraforca-torrada-con-setas.jpg; Spice / Herb / Vegetable;4.9;Ale;30.0;;;;;Cebada;Saldes;Barcelona;Cataluña;España
294;tostada;Pedraforca Torrada;La Cervesera del Pedraforca;"
Una cerveza artesana con aroma, cuerpo y el toque amargor necesario para que podamos hablar de una cerveza tostada que merece la pena disfrutar, sin dudas. Elaborada con agua de una fuente natural, la de San Andreu, a los pies de Piedraforca, hace de ella una cerveza más natural y artesana si cabe.
 
";https://static1.soloartesanas.es/1490-large_default/pedraforca-torrada.jpg; Brown Ale;999.0;Ale;30.0;;;;;Cebada;Saldes;Barcelona;Cataluña;España
295;tostada;Garagart Gorritxo;Garagart;"
La cerveza artesana Garagart Gorritxo elaborada por la cervecera nómada Garagart es una cerveza de color cobre, aportando a su vez sabores a caramelo y toffe. También se hacen notas los frutales de los lúpulos. Es una cerveza de la que notas su brillante y presente cuerpo, antes de descubrir que es muy fácil de beber.
Una cerveza artesana con la que disfrutarás siempre y en todo lugar. Ábrela con tus amigos, verás como lo agradecen.
";https://static3.soloartesanas.es/2257-large_default/garagart-gorritxo.jpg; American Amber Ale;5.2;Ale;38.0;Amarillo, Cascade, Citra;;Pale, Munich, Melanoidin, Caraamber, Special W, Oat Flakes;;Cebada y avena;Vitoria;Álava;País Vasco;España
296;tostada;Art Coure;Art Cervesers;"
Las cervezas de invierno son lo que son, cervezas cálidas que ofrecen ese ambiente perfecto para días de bajas temperaturas. Art Coure recoge el guante y te ofrece en una cerveza de color cobre un sabor tostado y matices amargos. A ello añádele que tiene ese sutil toque dulce y especiado, por tanto, es una señora cerveza que no puedes dejar de disfrutar.
Es una Winter Ale para tomar, casi, casi, a temperatura ambiente junto con unos frutos secos o unos snack. O con lo que queiras, ¡Tú decides!
";https://static3.soloartesanas.es/1207-large_default/art-coure.jpg; Winter Ale;8.0;Ale;999.0;;;;12-16ºC;Cebada;Canovelles;Barcelona;Cataluña;España
297;tostada;Menduiña Santa Compaña;Menduiña;"
Menduiña Sata Compaña es una cerveza artesana elaborada gracias a la perfecta combinación de hasta siete maltas, tres lúpulos y... miel. Además, posteriormente se ha procedido a un proceso de maduración en barrica de madera de roble.La nariz, el aroma, es muy importante es esta cerveza. Ascenderán aromas dulces, miel, maltas torrefactas y madera. Posteriormente, al saborearla verás como en boca resulta afrutada, licorosa, con un final largo y persistente.
¡Qué la disfrutes!
";https://static2.soloartesanas.es/3131-large_default/menduina-santa-compana.jpg; Barley Wine Madurada;9.5;Ale;85.0;;;;;Cebada;Cangas do Morrazo;Pontevedra;Galicia;España
298;tostada;Menduiña María Soliña;Menduiña;"
Menduiña Soliña es una artesana de estilo Smoked Brown Lager. Es una cerveza de baja fermentación de color castaño y sobre la que destaca una fina y blanca espuma.Es una cerveza que no te dejará indiferente, todo lo contrario, provocará en ti un cúmulo de sensaciones que invadirán tu cuerpo y evocará a tus cinco sentidos para una experiencia única... y ahumada.
";https://static1.soloartesanas.es/3130-large_default/menduina-maria-solina.jpg; Smoked Brown Lager;7.0;Lager;25.0;;;;;Cebada;Cangas do Morrazo;Pontevedra;Galicia;España
299;tostada;Menduiña Duir;Menduiña;"
El pubelo celta llamaba a lo que hoy conocemos como roble con el nombre de Duir, el cual era un árbol sagrado para ellos. Y por ello es que Menduiña le hada dao este nombre a esta cerveza artesana tostada, porque tiene todos los ingredientes para ser especial; y lo es.
Es una cerveza de estilo extra especial bitter, robusta, maltosa y amarga. Lo hace sobre un contenido de color bermellón, en el que cabe destacar la corona de espuma blanca.
Disfruta de una cerveza balanceada, maltas y lúpulos se reparten el mérito, antes de un final seco y tostado.
";https://static3.soloartesanas.es/3128-large_default/menduina-duir.jpg; Extra Especial Bitter;5.8;Ale;40.0;;;;;Cebada;Cangas do Morrazo;Pontevedra;Galicia;España
300;tostada;Santa Pau Blowing in the Wing;Santa Pau;"
Santa Pau es la micorcervecera que desde el pueblo de homónimo nombre elabora la cerveza del viento. Su nombre es Blowing in the Wing, y es una cerveza libre, con poder.
Es una Brown Ale, una tostada con una graduación que podemos definir como considerable. Aún así, como buena artesana, el alcohol queda perfectamente integrado con el resto de componentes, haciendo de su consumo un verdadero placer.
No lo dudes, suleta la melena al viento y disfruta de Santa Pau Blowing in the Wing. Y si eres calvo, o persona con poco pelo... también te dejamos probarla ;)
 
";https://static2.soloartesanas.es/1193-large_default/santa-pau-blowing-in-the-wing.jpg; Brown Ale;7.0;Ale;999.0;Galena, Centennial, Tettnang;;Pale, Crystal, chocolate;;Cebada;Santa Pau;Girona;Cataluña;España
301;tostada;Boira;Boira;"
Ante ti una cerveza que desborda con su carácter propio. La Cerveza artesana Boira es una cerveza de alta fermentación ahumada, es decir, una smoked ale con una graduación alcohólica bastante moderada.
Resulta en el paladar una cerveza muy ligera pero que a su vez se distingue por tener una cuerpo equilibrado y consumado. Es una cerveza para degustar y disfrutar de los matices de sus ingredientes en su pleno esplendor.
";https://static2.soloartesanas.es/1088-large_default/boira.jpg; Smoked Ale;5.5;Ale;24.0;;;;6-8ºC;Cebada;Lérida;Lérida;Cataluña;España
302;tostada;Minairons Sacs de Rocs;Els Minairons;"
La cerveza artesana Sacs de Rocs es una cerveza de estilo American Amber Ale de de color rojizo, tostada. Es muy maltosa, con un potente 84 IBUs, como consecuencia de el uso de lúpulos Americanos. As u vez es una cerveza muy afrutada y con toques cítricos que recuerdan al mango.
Al disfrutarla verás, y especialmente notarás de una artesana maltosa y amarga, con una franja de imponente espuma gruesa.
Ideal para acompañar con carnes, bocadillos y pizzas. 
";https://static2.soloartesanas.es/1085-large_default/minairons-sacs-de-rocs.jpg; American Amber Ale;7.0;Ale;84.0;;;;;Cebada;Òdena;Barcelona;Cataluña;España
303;tostada;Mica Cuarzo;Cervezas Mica;"
La cerveza Mica cuarzo es una cerveza artesana de marcado y enigmático color critalino; todo bajo un manto tostado. El color es un fiel reflejo del nombre elegido para ella: Cuarzo.
En los aromas destacar que no desprende olor a alcohol, todo lo contrario. Podrás notar toques de cebada tostada, olores a café y chocolate, con algunaos entremezclados toques caramelizados. 
En boca además disfrutarás de los sabores a chocolate y café que surgen un amargor muy tenue con toques de regaliz.
";https://static2.soloartesanas.es/1081-large_default/mica-cuarzo.jpg; American Brown Ale;4.7;Ale;19.0;;;;4-8ºC;Cebada;Aranda de Duero;Burgos;Castilla y León;España
304;tostada;La Maldita Originale;Cerveza La Maldita;"
Ante ti tienes la primera cerveza artesana que elaboraron los maestros cerveceros de La Maldita. Fue una cerveza en la que quisieron dejar todo su gusto, su buen gusto. Así puedes disfrutar de una cerveza tostada equilibrada.
Originale es una artesana de color marrón oscuro y brillante, con recuerdos cítricos, tostados y florales, que consigue emocionar por su golosa frutosidad, amargor y acidez. Es una cerveza densa, con un golpe fino de floralidad y guiños balsámicos.
";https://static1.soloartesanas.es/3220-large_default/la-maldita-originale.jpg; American Amber Ale;5.6;Ale;22.0;;;;5ºC;Cebada;Herencia;Ciudad Real;Castilla-La Mancha;España
305;tostada;Matoll Torrada;Matoll;"
Matoll Torrada es una de las cervezas artesanas que elabora en la comarca de L'Urgell Matoll. Es su cerveza tostada y con carácter
Destacan las notas afrutadas y florales, a las que acompañan notas de cacao, azúcar quemado y café. Los sabores predominantes son cereales y de notas de tostado, dotándola de una frescura única. El retrogusto te dejará en el paladar los recuerdos de café haciend de cada trago un placer.
¿Te gusta el arroz, la pasta, la carne o la comida picante? Esta es tu cerveza.
";https://static2.soloartesanas.es/1070-large_default/matoll-torrada.jpg; Brown Ale;7.5;Ale;35.0;;;Pale, Amber, Trigo y Chocolat;;Cebada;Belianes;Lérida;Cataluña;España
306;tostada;Sevebrau Buzzos APA;Cervezas Sevebrau;"
Sevebrau Buzzos es la cerveza con un claro estilo APA, American Pale Ale. Es preparada con mucho cariño desde Villanueva de la Serena, Badajoz por Sevegrau.
Ha sido creada por la banda de rock´n´roll The Buzzos en colaboración la propia Sevegrau. Entre los dos crean una nueva cerveza que hará las delicias de los buenos cerveceros y amantes del rock´n´roll. Claramente debes saborearla con tu canción/canciones favoritas rockeras.
¡Bebe Rock'n'Roll!
";https://static1.soloartesanas.es/1023-large_default/sevebrau-buzzos-apa.jpg; America Pale Ale;6.0;Ale;999.0;;;;;Cebada;Villanueva de la Serena;Badajoz;Extremadura;España
307;tostada;Maier Especial;Cerveza Maier;"
La Cerveza Artesana Maier Especial es una cerveza de color marrón cobrizo y una profundidad inusual con notas de cítricos que aportan a esta cerveza riqueza y complejidad sin pesadez. Sabor a caramelo y chocolate, aroma a lúpulo suave. Ideal para disfrutar después de una suculenta comida
¡Sabor gaditano!
Disfruta de la cerveza artesana de Cádiz
";https://static2.soloartesanas.es/968-large_default/maier-especial.jpg; American Brown Ale;4.5;Ale;29.0;;35;;8-10ºC;Cebada;Cádiz;Cádiz;Andalucía;España
308;tostada;SanFrutos Especial  ;Cervezas SanFrutos;"
SanFrutos Especial es una cerveza de alta fermentacion, una Pale Ale como mandan los cánones cerveceros. , elaborada a partir de malta de cebada nacional y agua del Guadarrama.
Es una artesana de color dorado y cuerpo medio. Su espuma amarﬁlada es bien característica. Al disfrutar de sus aromas se perciben aromas frutales y ﬂorales, con notas de cereal crudo. Es muy fácil de entrada, cálida y ligera. No es excesivamente amarga, con matices de fruta madura en el retrogusto. El final es seco.
No dejes pasar un día sin disfrutar de esta cerveza artesana.
";https://static2.soloartesanas.es/951-large_default/sanfrutos-especial-.jpg; Blond Ale;4.5;Ale;999.0;;;;;Cebada;Segovia;Segovia;Castilla y León;España
